rank,pokemon_name,type,total_power,hit_points,attack,defense,special_attack,special_defense,speed,icon,details_link,last_updated_at_UTC
675,Pangoro,"Fighting,Dark",495,95,124,78,69,71,58,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png,https://pokemondb.net/pokedex/pangoro,05-Dec-2021 05:46:36
676,Furfrou,Normal,472,75,80,60,65,90,102,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png,https://pokemondb.net/pokedex/furfrou,05-Dec-2021 05:46:36
677,Espurr,Psychic,355,62,48,54,63,60,68,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png,https://pokemondb.net/pokedex/espurr,05-Dec-2021 05:46:36
678,Meowstic-Male,Psychic,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png,https://pokemondb.net/pokedex/meowstic,05-Dec-2021 05:46:36
678,Meowstic-Female,Psychic,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png,https://pokemondb.net/pokedex/meowstic,05-Dec-2021 05:46:36
679,Honedge,"Steel,Ghost",325,45,80,100,35,37,28,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png,https://pokemondb.net/pokedex/honedge,05-Dec-2021 05:46:36
680,Doublade,"Steel,Ghost",448,59,110,150,45,49,35,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png,https://pokemondb.net/pokedex/doublade,05-Dec-2021 05:46:36
681,Aegislash-Shield Forme,"Steel,Ghost",500,60,50,140,50,140,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png,https://pokemondb.net/pokedex/aegislash,05-Dec-2021 05:46:36
681,Aegislash-Blade Forme,"Steel,Ghost",500,60,140,50,140,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png,https://pokemondb.net/pokedex/aegislash,05-Dec-2021 05:46:36
682,Spritzee,Fairy,341,78,52,60,63,65,23,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png,https://pokemondb.net/pokedex/spritzee,05-Dec-2021 05:46:36
683,Aromatisse,Fairy,462,101,72,72,99,89,29,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png,https://pokemondb.net/pokedex/aromatisse,05-Dec-2021 05:46:36
684,Swirlix,Fairy,341,62,48,66,59,57,49,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png,https://pokemondb.net/pokedex/swirlix,05-Dec-2021 05:46:36
685,Slurpuff,Fairy,480,82,80,86,85,75,72,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png,https://pokemondb.net/pokedex/slurpuff,05-Dec-2021 05:46:36
686,Inkay,"Dark,Psychic",288,53,54,53,37,46,45,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png,https://pokemondb.net/pokedex/inkay,05-Dec-2021 05:46:36
687,Malamar,"Dark,Psychic",482,86,92,88,68,75,73,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png,https://pokemondb.net/pokedex/malamar,05-Dec-2021 05:46:36
688,Binacle,"Rock,Water",306,42,52,67,39,56,50,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png,https://pokemondb.net/pokedex/binacle,05-Dec-2021 05:46:36
689,Barbaracle,"Rock,Water",500,72,105,115,54,86,68,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png,https://pokemondb.net/pokedex/barbaracle,05-Dec-2021 05:46:36
690,Skrelp,"Poison,Water",320,50,60,60,60,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png,https://pokemondb.net/pokedex/skrelp,05-Dec-2021 05:46:36
691,Dragalge,"Poison,Dragon",494,65,75,90,97,123,44,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png,https://pokemondb.net/pokedex/dragalge,05-Dec-2021 05:46:36
692,Clauncher,Water,330,50,53,62,58,63,44,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png,https://pokemondb.net/pokedex/clauncher,05-Dec-2021 05:46:36
693,Clawitzer,Water,500,71,73,88,120,89,59,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,https://pokemondb.net/pokedex/clawitzer,05-Dec-2021 05:46:36
694,Helioptile,"Electric,Normal",289,44,38,33,61,43,70,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png,https://pokemondb.net/pokedex/helioptile,05-Dec-2021 05:46:36
695,Heliolisk,"Electric,Normal",481,62,55,52,109,94,109,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png,https://pokemondb.net/pokedex/heliolisk,05-Dec-2021 05:46:36
696,Tyrunt,"Rock,Dragon",362,58,89,77,45,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png,https://pokemondb.net/pokedex/tyrunt,05-Dec-2021 05:46:36
697,Tyrantrum,"Rock,Dragon",521,82,121,119,69,59,71,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png,https://pokemondb.net/pokedex/tyrantrum,05-Dec-2021 05:46:36
698,Amaura,"Rock,Ice",362,77,59,50,67,63,46,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png,https://pokemondb.net/pokedex/amaura,05-Dec-2021 05:46:36
699,Aurorus,"Rock,Ice",521,123,77,72,99,92,58,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png,https://pokemondb.net/pokedex/aurorus,05-Dec-2021 05:46:36
700,Sylveon,Fairy,525,95,65,65,110,130,60,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png,https://pokemondb.net/pokedex/sylveon,05-Dec-2021 05:46:36
701,Hawlucha,"Fighting,Flying",500,78,92,75,74,63,118,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png,https://pokemondb.net/pokedex/hawlucha,05-Dec-2021 05:46:36
702,Dedenne,"Electric,Fairy",431,67,58,57,81,67,101,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png,https://pokemondb.net/pokedex/dedenne,05-Dec-2021 05:46:36
703,Carbink,"Rock,Fairy",500,50,50,150,50,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png,https://pokemondb.net/pokedex/carbink,05-Dec-2021 05:46:36
704,Goomy,Dragon,300,45,50,35,55,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png,https://pokemondb.net/pokedex/goomy,05-Dec-2021 05:46:36
705,Sliggoo,Dragon,452,68,75,53,83,113,60,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png,https://pokemondb.net/pokedex/sliggoo,05-Dec-2021 05:46:36
706,Goodra,Dragon,600,90,100,70,110,150,80,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png,https://pokemondb.net/pokedex/goodra,05-Dec-2021 05:46:36
707,Klefki,"Steel,Fairy",470,57,80,91,80,87,75,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png,https://pokemondb.net/pokedex/klefki,05-Dec-2021 05:46:36
708,Phantump,"Ghost,Grass",309,43,70,48,50,60,38,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png,https://pokemondb.net/pokedex/phantump,05-Dec-2021 05:46:36
709,Trevenant,"Ghost,Grass",474,85,110,76,65,82,56,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png,https://pokemondb.net/pokedex/trevenant,05-Dec-2021 05:46:36
710,Pumpkaboo-Average Size,"Ghost,Grass",335,49,66,70,44,55,51,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png,https://pokemondb.net/pokedex/pumpkaboo,05-Dec-2021 05:46:36
710,Pumpkaboo-Small Size,"Ghost,Grass",335,44,66,70,44,55,56,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png,https://pokemondb.net/pokedex/pumpkaboo,05-Dec-2021 05:46:36
710,Pumpkaboo-Large Size,"Ghost,Grass",335,54,66,70,44,55,46,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png,https://pokemondb.net/pokedex/pumpkaboo,05-Dec-2021 05:46:36
710,Pumpkaboo-Super Size,"Ghost,Grass",335,59,66,70,44,55,41,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png,https://pokemondb.net/pokedex/pumpkaboo,05-Dec-2021 05:46:36
711,Gourgeist-Average Size,"Ghost,Grass",494,65,90,122,58,75,84,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png,https://pokemondb.net/pokedex/gourgeist,05-Dec-2021 05:46:36
711,Gourgeist-Small Size,"Ghost,Grass",494,55,85,122,58,75,99,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png,https://pokemondb.net/pokedex/gourgeist,05-Dec-2021 05:46:36
711,Gourgeist-Large Size,"Ghost,Grass",494,75,95,122,58,75,69,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png,https://pokemondb.net/pokedex/gourgeist,05-Dec-2021 05:46:36
711,Gourgeist-Super Size,"Ghost,Grass",494,85,100,122,58,75,54,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png,https://pokemondb.net/pokedex/gourgeist,05-Dec-2021 05:46:36
712,Bergmite,Ice,304,55,69,85,32,35,28,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png,https://pokemondb.net/pokedex/bergmite,05-Dec-2021 05:46:36
713,Avalugg,Ice,514,95,117,184,44,46,28,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png,https://pokemondb.net/pokedex/avalugg,05-Dec-2021 05:46:36
714,Noibat,"Flying,Dragon",245,40,30,35,45,40,55,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png,https://pokemondb.net/pokedex/noibat,05-Dec-2021 05:46:36
715,Noivern,"Flying,Dragon",535,85,70,80,97,80,123,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png,https://pokemondb.net/pokedex/noivern,05-Dec-2021 05:46:36
716,Xerneas,Fairy,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png,https://pokemondb.net/pokedex/xerneas,05-Dec-2021 05:46:36
717,Yveltal,"Dark,Flying",680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png,https://pokemondb.net/pokedex/yveltal,05-Dec-2021 05:46:36
718,Zygarde-50% Forme,"Dragon,Ground",600,108,100,121,81,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png,https://pokemondb.net/pokedex/zygarde,05-Dec-2021 05:46:36
718,Zygarde-10% Forme,"Dragon,Ground",486,54,100,71,61,85,115,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png,https://pokemondb.net/pokedex/zygarde,05-Dec-2021 05:46:36
718,Zygarde-Complete Forme,"Dragon,Ground",708,216,100,121,91,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png,https://pokemondb.net/pokedex/zygarde,05-Dec-2021 05:46:36
719,Diancie,"Rock,Fairy",600,50,100,150,100,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png,https://pokemondb.net/pokedex/diancie,05-Dec-2021 05:46:36
719,Diancie-Mega Diancie,"Rock,Fairy",700,50,160,110,160,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png,https://pokemondb.net/pokedex/diancie,05-Dec-2021 05:46:36
720,Hoopa-Hoopa Confined,"Psychic,Ghost",600,80,110,60,150,130,70,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png,https://pokemondb.net/pokedex/hoopa,05-Dec-2021 05:46:36
720,Hoopa-Hoopa Unbound,"Psychic,Dark",680,80,160,60,170,130,80,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png,https://pokemondb.net/pokedex/hoopa,05-Dec-2021 05:46:36
721,Volcanion,"Fire,Water",600,80,110,120,130,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png,https://pokemondb.net/pokedex/volcanion,05-Dec-2021 05:46:36
722,Rowlet,"Grass,Flying",320,68,55,55,50,50,42,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png,https://pokemondb.net/pokedex/rowlet,05-Dec-2021 05:46:36
723,Dartrix,"Grass,Flying",420,78,75,75,70,70,52,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png,https://pokemondb.net/pokedex/dartrix,05-Dec-2021 05:46:36
724,Decidueye,"Grass,Ghost",530,78,107,75,100,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png,https://pokemondb.net/pokedex/decidueye,05-Dec-2021 05:46:36
725,Litten,Fire,320,45,65,40,60,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png,https://pokemondb.net/pokedex/litten,05-Dec-2021 05:46:36
726,Torracat,Fire,420,65,85,50,80,50,90,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png,https://pokemondb.net/pokedex/torracat,05-Dec-2021 05:46:36
727,Incineroar,"Fire,Dark",530,95,115,90,80,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png,https://pokemondb.net/pokedex/incineroar,05-Dec-2021 05:46:36
728,Popplio,Water,320,50,54,54,66,56,40,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png,https://pokemondb.net/pokedex/popplio,05-Dec-2021 05:46:36
729,Brionne,Water,420,60,69,69,91,81,50,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,https://pokemondb.net/pokedex/brionne,05-Dec-2021 05:46:36
730,Primarina,"Water,Fairy",530,80,74,74,126,116,60,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,https://pokemondb.net/pokedex/primarina,05-Dec-2021 05:46:36
731,Pikipek,"Normal,Flying",265,35,75,30,30,30,65,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,https://pokemondb.net/pokedex/pikipek,05-Dec-2021 05:46:36
732,Trumbeak,"Normal,Flying",355,55,85,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,https://pokemondb.net/pokedex/trumbeak,05-Dec-2021 05:46:36
733,Toucannon,"Normal,Flying",485,80,120,75,75,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,https://pokemondb.net/pokedex/toucannon,05-Dec-2021 05:46:36
734,Yungoos,Normal,253,48,70,30,30,30,45,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,https://pokemondb.net/pokedex/yungoos,05-Dec-2021 05:46:36
735,Gumshoos,Normal,418,88,110,60,55,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,https://pokemondb.net/pokedex/gumshoos,05-Dec-2021 05:46:36
736,Grubbin,Bug,300,47,62,45,55,45,46,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,https://pokemondb.net/pokedex/grubbin,05-Dec-2021 05:46:36
737,Charjabug,"Bug,Electric",400,57,82,95,55,75,36,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,https://pokemondb.net/pokedex/charjabug,05-Dec-2021 05:46:36
738,Vikavolt,"Bug,Electric",500,77,70,90,145,75,43,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,https://pokemondb.net/pokedex/vikavolt,05-Dec-2021 05:46:36
739,Crabrawler,Fighting,338,47,82,57,42,47,63,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,https://pokemondb.net/pokedex/crabrawler,05-Dec-2021 05:46:36
740,Crabominable,"Fighting,Ice",478,97,132,77,62,67,43,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,https://pokemondb.net/pokedex/crabominable,05-Dec-2021 05:46:36
741,Oricorio-Baile Style,"Fire,Flying",476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png,https://pokemondb.net/pokedex/oricorio,05-Dec-2021 05:46:36
741,Oricorio-Pom-Pom Style,"Electric,Flying",476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png,https://pokemondb.net/pokedex/oricorio,05-Dec-2021 05:46:36
741,Oricorio-Pa'u Style,"Psychic,Flying",476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png,https://pokemondb.net/pokedex/oricorio,05-Dec-2021 05:46:36
741,Oricorio-Sensu Style,"Ghost,Flying",476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png,https://pokemondb.net/pokedex/oricorio,05-Dec-2021 05:46:36
742,Cutiefly,"Bug,Fairy",304,40,45,40,55,40,84,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,https://pokemondb.net/pokedex/cutiefly,05-Dec-2021 05:46:36
743,Ribombee,"Bug,Fairy",464,60,55,60,95,70,124,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,https://pokemondb.net/pokedex/ribombee,05-Dec-2021 05:46:36
744,Rockruff,Rock,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png,https://pokemondb.net/pokedex/rockruff,05-Dec-2021 05:46:36
744,Rockruff-Own Tempo Rockruff,Rock,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png,https://pokemondb.net/pokedex/rockruff,05-Dec-2021 05:46:36
745,Lycanroc-Midday Form,Rock,487,75,115,65,55,65,112,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png,https://pokemondb.net/pokedex/lycanroc,05-Dec-2021 05:46:36
745,Lycanroc-Midnight Form,Rock,487,85,115,75,55,75,82,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png,https://pokemondb.net/pokedex/lycanroc,05-Dec-2021 05:46:36
745,Lycanroc-Dusk Form,Rock,487,75,117,65,55,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png,https://pokemondb.net/pokedex/lycanroc,05-Dec-2021 05:46:36
746,Wishiwashi-Solo Form,Water,175,45,20,20,25,25,40,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png,https://pokemondb.net/pokedex/wishiwashi,05-Dec-2021 05:46:36
746,Wishiwashi-School Form,Water,620,45,140,130,140,135,30,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png,https://pokemondb.net/pokedex/wishiwashi,05-Dec-2021 05:46:36
747,Mareanie,"Poison,Water",305,50,53,62,43,52,45,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,https://pokemondb.net/pokedex/mareanie,05-Dec-2021 05:46:36
748,Toxapex,"Poison,Water",495,50,63,152,53,142,35,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,https://pokemondb.net/pokedex/toxapex,05-Dec-2021 05:46:36
749,Mudbray,Ground,385,70,100,70,45,55,45,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png,https://pokemondb.net/pokedex/mudbray,05-Dec-2021 05:46:36
750,Mudsdale,Ground,500,100,125,100,55,85,35,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png,https://pokemondb.net/pokedex/mudsdale,05-Dec-2021 05:46:36
751,Dewpider,"Water,Bug",269,38,40,52,40,72,27,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,https://pokemondb.net/pokedex/dewpider,05-Dec-2021 05:46:36
752,Araquanid,"Water,Bug",454,68,70,92,50,132,42,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,https://pokemondb.net/pokedex/araquanid,05-Dec-2021 05:46:36
753,Fomantis,Grass,250,40,55,35,50,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png,https://pokemondb.net/pokedex/fomantis,05-Dec-2021 05:46:36
754,Lurantis,Grass,480,70,105,90,80,90,45,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png,https://pokemondb.net/pokedex/lurantis,05-Dec-2021 05:46:36
755,Morelull,"Grass,Fairy",285,40,35,55,65,75,15,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,https://pokemondb.net/pokedex/morelull,05-Dec-2021 05:46:36
756,Shiinotic,"Grass,Fairy",405,60,45,80,90,100,30,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,https://pokemondb.net/pokedex/shiinotic,05-Dec-2021 05:46:36
757,Salandit,"Poison,Fire",320,48,44,40,71,40,77,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png,https://pokemondb.net/pokedex/salandit,05-Dec-2021 05:46:36
758,Salazzle,"Poison,Fire",480,68,64,60,111,60,117,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,https://pokemondb.net/pokedex/salazzle,05-Dec-2021 05:46:36
759,Stufful,"Normal,Fighting",340,70,75,50,45,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png,https://pokemondb.net/pokedex/stufful,05-Dec-2021 05:46:36
760,Bewear,"Normal,Fighting",500,120,125,80,55,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,https://pokemondb.net/pokedex/bewear,05-Dec-2021 05:46:36
761,Bounsweet,Grass,210,42,30,38,30,38,32,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png,https://pokemondb.net/pokedex/bounsweet,05-Dec-2021 05:46:36
762,Steenee,Grass,290,52,40,48,40,48,62,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png,https://pokemondb.net/pokedex/steenee,05-Dec-2021 05:46:36
763,Tsareena,Grass,510,72,120,98,50,98,72,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png,https://pokemondb.net/pokedex/tsareena,05-Dec-2021 05:46:36
764,Comfey,Fairy,485,51,52,90,82,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png,https://pokemondb.net/pokedex/comfey,05-Dec-2021 05:46:36
765,Oranguru,"Normal,Psychic",490,90,60,80,90,110,60,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png,https://pokemondb.net/pokedex/oranguru,05-Dec-2021 05:46:36
766,Passimian,Fighting,490,100,120,90,40,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png,https://pokemondb.net/pokedex/passimian,05-Dec-2021 05:46:36
767,Wimpod,"Bug,Water",230,25,35,40,20,30,80,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png,https://pokemondb.net/pokedex/wimpod,05-Dec-2021 05:46:36
768,Golisopod,"Bug,Water",530,75,125,140,60,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,https://pokemondb.net/pokedex/golisopod,05-Dec-2021 05:46:36
769,Sandygast,"Ghost,Ground",320,55,55,80,70,45,15,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png,https://pokemondb.net/pokedex/sandygast,05-Dec-2021 05:46:36
770,Palossand,"Ghost,Ground",480,85,75,110,100,75,35,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png,https://pokemondb.net/pokedex/palossand,05-Dec-2021 05:46:36
771,Pyukumuku,Water,410,55,60,130,30,130,5,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png,https://pokemondb.net/pokedex/pyukumuku,05-Dec-2021 05:46:36
772,Type: Null,Normal,534,95,95,95,95,95,59,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png,https://pokemondb.net/pokedex/type-null,05-Dec-2021 05:46:36
773,Silvally,Normal,570,95,95,95,95,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png,https://pokemondb.net/pokedex/silvally,05-Dec-2021 05:46:36
774,Minior-Meteor Form,"Rock,Flying",440,60,60,100,60,100,60,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png,https://pokemondb.net/pokedex/minior,05-Dec-2021 05:46:36
774,Minior-Core Form,"Rock,Flying",500,60,100,60,100,60,120,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png,https://pokemondb.net/pokedex/minior,05-Dec-2021 05:46:36
775,Komala,Normal,480,65,115,65,75,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png,https://pokemondb.net/pokedex/komala,05-Dec-2021 05:46:36
776,Turtonator,"Fire,Dragon",485,60,78,135,91,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,https://pokemondb.net/pokedex/turtonator,05-Dec-2021 05:46:36
777,Togedemaru,"Electric,Steel",435,65,98,63,40,73,96,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png,https://pokemondb.net/pokedex/togedemaru,05-Dec-2021 05:46:36
778,Mimikyu,"Ghost,Fairy",476,55,90,80,50,105,96,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,https://pokemondb.net/pokedex/mimikyu,05-Dec-2021 05:46:36
779,Bruxish,"Water,Psychic",475,68,105,70,70,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png,https://pokemondb.net/pokedex/bruxish,05-Dec-2021 05:46:36
780,Drampa,"Normal,Dragon",485,78,60,85,135,91,36,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png,https://pokemondb.net/pokedex/drampa,05-Dec-2021 05:46:36
781,Dhelmise,"Ghost,Grass",517,70,131,100,86,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,https://pokemondb.net/pokedex/dhelmise,05-Dec-2021 05:46:36
782,Jangmo-o,Dragon,300,45,55,65,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png,https://pokemondb.net/pokedex/jangmo-o,05-Dec-2021 05:46:36
783,Hakamo-o,"Dragon,Fighting",420,55,75,90,65,70,65,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png,https://pokemondb.net/pokedex/hakamo-o,05-Dec-2021 05:46:36
784,Kommo-o,"Dragon,Fighting",600,75,110,125,100,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png,https://pokemondb.net/pokedex/kommo-o,05-Dec-2021 05:46:36
785,Tapu Koko,"Electric,Fairy",570,70,115,85,95,75,130,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png,https://pokemondb.net/pokedex/tapu-koko,05-Dec-2021 05:46:36
786,Tapu Lele,"Psychic,Fairy",570,70,85,75,130,115,95,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png,https://pokemondb.net/pokedex/tapu-lele,05-Dec-2021 05:46:36
787,Tapu Bulu,"Grass,Fairy",570,70,130,115,85,95,75,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png,https://pokemondb.net/pokedex/tapu-bulu,05-Dec-2021 05:46:36
788,Tapu Fini,"Water,Fairy",570,70,75,115,95,130,85,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png,https://pokemondb.net/pokedex/tapu-fini,05-Dec-2021 05:46:36
789,Cosmog,Psychic,200,43,29,31,29,31,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png,https://pokemondb.net/pokedex/cosmog,05-Dec-2021 05:46:36
790,Cosmoem,Psychic,400,43,29,131,29,131,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png,https://pokemondb.net/pokedex/cosmoem,05-Dec-2021 05:46:36
791,Solgaleo,"Psychic,Steel",680,137,137,107,113,89,97,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png,https://pokemondb.net/pokedex/solgaleo,05-Dec-2021 05:46:36
792,Lunala,"Psychic,Ghost",680,137,113,89,137,107,97,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png,https://pokemondb.net/pokedex/lunala,05-Dec-2021 05:46:36
793,Nihilego,"Rock,Poison",570,109,53,47,127,131,103,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png,https://pokemondb.net/pokedex/nihilego,05-Dec-2021 05:46:36
794,Buzzwole,"Bug,Fighting",570,107,139,139,53,53,79,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png,https://pokemondb.net/pokedex/buzzwole,05-Dec-2021 05:46:36
