rank,name,types,total_power,hit_points,attack,defense,special_attack,special_defense,speed,icon_url,details_url,scrape_ts
0775,Komala,Normal,480,65,115,65,75,95,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/komala.png,https://pokemondb.net/pokedex/komala,2024-02-24 15:05:22
0776,Turtonator,"Fire, Dragon",485,60,78,135,91,85,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/turtonator.png,https://pokemondb.net/pokedex/turtonator,2024-02-24 15:05:22
0777,Togedemaru,"Electric, Steel",435,65,98,63,40,73,96,https://img.pokemondb.net/sprites/scarlet-violet/icon/togedemaru.png,https://pokemondb.net/pokedex/togedemaru,2024-02-24 15:05:22
0778,Mimikyu,"Ghost, Fairy",476,55,90,80,50,105,96,https://img.pokemondb.net/sprites/scarlet-violet/icon/mimikyu.png,https://pokemondb.net/pokedex/mimikyu,2024-02-24 15:05:22
0779,Bruxish,"Water, Psychic",475,68,105,70,70,70,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/bruxish.png,https://pokemondb.net/pokedex/bruxish,2024-02-24 15:05:22
0780,Drampa,"Normal, Dragon",485,78,60,85,135,91,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/drampa.png,https://pokemondb.net/pokedex/drampa,2024-02-24 15:05:22
0781,Dhelmise,"Ghost, Grass",517,70,131,100,86,90,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/dhelmise.png,https://pokemondb.net/pokedex/dhelmise,2024-02-24 15:05:22
0782,Jangmo-o,Dragon,300,45,55,65,45,45,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/jangmo-o.png,https://pokemondb.net/pokedex/jangmo-o,2024-02-24 15:05:22
0783,Hakamo-o,"Dragon, Fighting",420,55,75,90,65,70,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/hakamo-o.png,https://pokemondb.net/pokedex/hakamo-o,2024-02-24 15:05:22
0784,Kommo-o,"Dragon, Fighting",600,75,110,125,100,105,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/kommo-o.png,https://pokemondb.net/pokedex/kommo-o,2024-02-24 15:05:22
0785,Tapu Koko,"Electric, Fairy",570,70,115,85,95,75,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-koko.png,https://pokemondb.net/pokedex/tapu-koko,2024-02-24 15:05:22
0786,Tapu Lele,"Psychic, Fairy",570,70,85,75,130,115,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-lele.png,https://pokemondb.net/pokedex/tapu-lele,2024-02-24 15:05:22
0787,Tapu Bulu,"Grass, Fairy",570,70,130,115,85,95,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-bulu.png,https://pokemondb.net/pokedex/tapu-bulu,2024-02-24 15:05:22
0788,Tapu Fini,"Water, Fairy",570,70,75,115,95,130,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-fini.png,https://pokemondb.net/pokedex/tapu-fini,2024-02-24 15:05:22
0789,Cosmog,Psychic,200,43,29,31,29,31,37,https://img.pokemondb.net/sprites/scarlet-violet/icon/cosmog.png,https://pokemondb.net/pokedex/cosmog,2024-02-24 15:05:22
0790,Cosmoem,Psychic,400,43,29,131,29,131,37,https://img.pokemondb.net/sprites/scarlet-violet/icon/cosmoem.png,https://pokemondb.net/pokedex/cosmoem,2024-02-24 15:05:22
0791,Solgaleo,"Psychic, Steel",680,137,137,107,113,89,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/solgaleo.png,https://pokemondb.net/pokedex/solgaleo,2024-02-24 15:05:22
0792,Lunala,"Psychic, Ghost",680,137,113,89,137,107,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/lunala.png,https://pokemondb.net/pokedex/lunala,2024-02-24 15:05:22
0793,Nihilego,"Rock, Poison",570,109,53,47,127,131,103,https://img.pokemondb.net/sprites/scarlet-violet/icon/nihilego.png,https://pokemondb.net/pokedex/nihilego,2024-02-24 15:05:22
0794,Buzzwole,"Bug, Fighting",570,107,139,139,53,53,79,https://img.pokemondb.net/sprites/scarlet-violet/icon/buzzwole.png,https://pokemondb.net/pokedex/buzzwole,2024-02-24 15:05:22
0795,Pheromosa,"Bug, Fighting",570,71,137,37,137,37,151,https://img.pokemondb.net/sprites/scarlet-violet/icon/pheromosa.png,https://pokemondb.net/pokedex/pheromosa,2024-02-24 15:05:22
0796,Xurkitree,Electric,570,83,89,71,173,71,83,https://img.pokemondb.net/sprites/scarlet-violet/icon/xurkitree.png,https://pokemondb.net/pokedex/xurkitree,2024-02-24 15:05:22
0797,Celesteela,"Steel, Flying",570,97,101,103,107,101,61,https://img.pokemondb.net/sprites/scarlet-violet/icon/celesteela.png,https://pokemondb.net/pokedex/celesteela,2024-02-24 15:05:22
0798,Kartana,"Grass, Steel",570,59,181,131,59,31,109,https://img.pokemondb.net/sprites/scarlet-violet/icon/kartana.png,https://pokemondb.net/pokedex/kartana,2024-02-24 15:05:22
0799,Guzzlord,"Dark, Dragon",570,223,101,53,97,53,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/guzzlord.png,https://pokemondb.net/pokedex/guzzlord,2024-02-24 15:05:22
0800,Necrozma,Psychic,600,97,107,101,127,89,79,https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma.png,https://pokemondb.net/pokedex/necrozma,2024-02-24 15:05:22
0800,Dusk Mane Necrozma,"Psychic, Steel",680,97,157,127,113,109,77,https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-dusk-mane.png,https://pokemondb.net/pokedex/necrozma,2024-02-24 15:05:22
0800,Dawn Wings Necrozma,"Psychic, Ghost",680,97,113,109,157,127,77,https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-dawn-wings.png,https://pokemondb.net/pokedex/necrozma,2024-02-24 15:05:22
0800,Ultra Necrozma,"Psychic, Dragon",754,97,167,97,167,97,129,https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-ultra.png,https://pokemondb.net/pokedex/necrozma,2024-02-24 15:05:22
0801,Magearna,"Steel, Fairy",600,80,95,115,130,115,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/magearna.png,https://pokemondb.net/pokedex/magearna,2024-02-24 15:05:22
0802,Marshadow,"Fighting, Ghost",600,90,125,80,90,90,125,https://img.pokemondb.net/sprites/scarlet-violet/icon/marshadow.png,https://pokemondb.net/pokedex/marshadow,2024-02-24 15:05:22
0803,Poipole,Poison,420,67,73,67,73,67,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/poipole.png,https://pokemondb.net/pokedex/poipole,2024-02-24 15:05:22
0804,Naganadel,"Poison, Dragon",540,73,73,73,127,73,121,https://img.pokemondb.net/sprites/scarlet-violet/icon/naganadel.png,https://pokemondb.net/pokedex/naganadel,2024-02-24 15:05:22
0805,Stakataka,"Rock, Steel",570,61,131,211,53,101,13,https://img.pokemondb.net/sprites/scarlet-violet/icon/stakataka.png,https://pokemondb.net/pokedex/stakataka,2024-02-24 15:05:22
0806,Blacephalon,"Fire, Ghost",570,53,127,53,151,79,107,https://img.pokemondb.net/sprites/scarlet-violet/icon/blacephalon.png,https://pokemondb.net/pokedex/blacephalon,2024-02-24 15:05:22
0807,Zeraora,Electric,600,88,112,75,102,80,143,https://img.pokemondb.net/sprites/scarlet-violet/icon/zeraora.png,https://pokemondb.net/pokedex/zeraora,2024-02-24 15:05:22
0808,Meltan,Steel,300,46,65,65,55,35,34,https://img.pokemondb.net/sprites/scarlet-violet/icon/meltan.png,https://pokemondb.net/pokedex/meltan,2024-02-24 15:05:22
0809,Melmetal,Steel,600,135,143,143,80,65,34,https://img.pokemondb.net/sprites/scarlet-violet/icon/melmetal.png,https://pokemondb.net/pokedex/melmetal,2024-02-24 15:05:22
0810,Grookey,Grass,310,50,65,50,40,40,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/grookey.png,https://pokemondb.net/pokedex/grookey,2024-02-24 15:05:22
0811,Thwackey,Grass,420,70,85,70,55,60,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/thwackey.png,https://pokemondb.net/pokedex/thwackey,2024-02-24 15:05:22
0812,Rillaboom,Grass,530,100,125,90,60,70,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/rillaboom.png,https://pokemondb.net/pokedex/rillaboom,2024-02-24 15:05:22
0813,Scorbunny,Fire,310,50,71,40,40,40,69,https://img.pokemondb.net/sprites/scarlet-violet/icon/scorbunny.png,https://pokemondb.net/pokedex/scorbunny,2024-02-24 15:05:22
0814,Raboot,Fire,420,65,86,60,55,60,94,https://img.pokemondb.net/sprites/scarlet-violet/icon/raboot.png,https://pokemondb.net/pokedex/raboot,2024-02-24 15:05:22
0815,Cinderace,Fire,530,80,116,75,65,75,119,https://img.pokemondb.net/sprites/scarlet-violet/icon/cinderace.png,https://pokemondb.net/pokedex/cinderace,2024-02-24 15:05:22
0816,Sobble,Water,310,50,40,40,70,40,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/sobble.png,https://pokemondb.net/pokedex/sobble,2024-02-24 15:05:22
0817,Drizzile,Water,420,65,60,55,95,55,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/drizzile.png,https://pokemondb.net/pokedex/drizzile,2024-02-24 15:05:22
0818,Inteleon,Water,530,70,85,65,125,65,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/inteleon.png,https://pokemondb.net/pokedex/inteleon,2024-02-24 15:05:22
0819,Skwovet,Normal,275,70,55,55,35,35,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/skwovet.png,https://pokemondb.net/pokedex/skwovet,2024-02-24 15:05:22
0820,Greedent,Normal,460,120,95,95,55,75,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/greedent.png,https://pokemondb.net/pokedex/greedent,2024-02-24 15:05:22
0821,Rookidee,Flying,245,38,47,35,33,35,57,https://img.pokemondb.net/sprites/scarlet-violet/icon/rookidee.png,https://pokemondb.net/pokedex/rookidee,2024-02-24 15:05:22
0822,Corvisquire,Flying,365,68,67,55,43,55,77,https://img.pokemondb.net/sprites/scarlet-violet/icon/corvisquire.png,https://pokemondb.net/pokedex/corvisquire,2024-02-24 15:05:22
0823,Corviknight,"Flying, Steel",495,98,87,105,53,85,67,https://img.pokemondb.net/sprites/scarlet-violet/icon/corviknight.png,https://pokemondb.net/pokedex/corviknight,2024-02-24 15:05:22
0824,Blipbug,Bug,180,25,20,20,25,45,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/blipbug.png,https://pokemondb.net/pokedex/blipbug,2024-02-24 15:05:22
0825,Dottler,"Bug, Psychic",335,50,35,80,50,90,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/dottler.png,https://pokemondb.net/pokedex/dottler,2024-02-24 15:05:22
0826,Orbeetle,"Bug, Psychic",505,60,45,110,80,120,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/orbeetle.png,https://pokemondb.net/pokedex/orbeetle,2024-02-24 15:05:22
0827,Nickit,Dark,245,40,28,28,47,52,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/nickit.png,https://pokemondb.net/pokedex/nickit,2024-02-24 15:05:22
0828,Thievul,Dark,455,70,58,58,87,92,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/thievul.png,https://pokemondb.net/pokedex/thievul,2024-02-24 15:05:22
0829,Gossifleur,Grass,250,40,40,60,40,60,10,https://img.pokemondb.net/sprites/scarlet-violet/icon/gossifleur.png,https://pokemondb.net/pokedex/gossifleur,2024-02-24 15:05:22
0830,Eldegoss,Grass,460,60,50,90,80,120,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/eldegoss.png,https://pokemondb.net/pokedex/eldegoss,2024-02-24 15:05:22
0831,Wooloo,Normal,270,42,40,55,40,45,48,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooloo.png,https://pokemondb.net/pokedex/wooloo,2024-02-24 15:05:22
0832,Dubwool,Normal,490,72,80,100,60,90,88,https://img.pokemondb.net/sprites/scarlet-violet/icon/dubwool.png,https://pokemondb.net/pokedex/dubwool,2024-02-24 15:05:22
0833,Chewtle,Water,284,50,64,50,38,38,44,https://img.pokemondb.net/sprites/scarlet-violet/icon/chewtle.png,https://pokemondb.net/pokedex/chewtle,2024-02-24 15:05:22
0834,Drednaw,"Water, Rock",485,90,115,90,48,68,74,https://img.pokemondb.net/sprites/scarlet-violet/icon/drednaw.png,https://pokemondb.net/pokedex/drednaw,2024-02-24 15:05:22
0835,Yamper,Electric,270,59,45,50,40,50,26,https://img.pokemondb.net/sprites/scarlet-violet/icon/yamper.png,https://pokemondb.net/pokedex/yamper,2024-02-24 15:05:22
0836,Boltund,Electric,490,69,90,60,90,60,121,https://img.pokemondb.net/sprites/scarlet-violet/icon/boltund.png,https://pokemondb.net/pokedex/boltund,2024-02-24 15:05:22
0837,Rolycoly,Rock,240,30,40,50,40,50,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/rolycoly.png,https://pokemondb.net/pokedex/rolycoly,2024-02-24 15:05:22
0838,Carkol,"Rock, Fire",410,80,60,90,60,70,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/carkol.png,https://pokemondb.net/pokedex/carkol,2024-02-24 15:05:22
0839,Coalossal,"Rock, Fire",510,110,80,120,80,90,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/coalossal.png,https://pokemondb.net/pokedex/coalossal,2024-02-24 15:05:22
0840,Applin,"Grass, Dragon",260,40,40,80,40,40,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/applin.png,https://pokemondb.net/pokedex/applin,2024-02-24 15:05:22
0841,Flapple,"Grass, Dragon",485,70,110,80,95,60,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/flapple.png,https://pokemondb.net/pokedex/flapple,2024-02-24 15:05:22
0842,Appletun,"Grass, Dragon",485,110,85,80,100,80,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/appletun.png,https://pokemondb.net/pokedex/appletun,2024-02-24 15:05:22
0843,Silicobra,Ground,315,52,57,75,35,50,46,https://img.pokemondb.net/sprites/scarlet-violet/icon/silicobra.png,https://pokemondb.net/pokedex/silicobra,2024-02-24 15:05:22
0844,Sandaconda,Ground,510,72,107,125,65,70,71,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandaconda.png,https://pokemondb.net/pokedex/sandaconda,2024-02-24 15:05:22
0845,Cramorant,"Flying, Water",475,70,85,55,85,95,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/cramorant.png,https://pokemondb.net/pokedex/cramorant,2024-02-24 15:05:22
0846,Arrokuda,Water,280,41,63,40,40,30,66,https://img.pokemondb.net/sprites/scarlet-violet/icon/arrokuda.png,https://pokemondb.net/pokedex/arrokuda,2024-02-24 15:05:22
0847,Barraskewda,Water,490,61,123,60,60,50,136,https://img.pokemondb.net/sprites/scarlet-violet/icon/barraskewda.png,https://pokemondb.net/pokedex/barraskewda,2024-02-24 15:05:22
0848,Toxel,"Electric, Poison",242,40,38,35,54,35,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/toxel.png,https://pokemondb.net/pokedex/toxel,2024-02-24 15:05:22
0849,Amped Form,"Electric, Poison",502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/toxtricity-amped.png,https://pokemondb.net/pokedex/toxtricity,2024-02-24 15:05:22
0849,Low Key Form,"Electric, Poison",502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/toxtricity-low-key.png,https://pokemondb.net/pokedex/toxtricity,2024-02-24 15:05:22
0850,Sizzlipede,"Fire, Bug",305,50,65,45,50,50,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/sizzlipede.png,https://pokemondb.net/pokedex/sizzlipede,2024-02-24 15:05:22
0851,Centiskorch,"Fire, Bug",525,100,115,65,90,90,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/centiskorch.png,https://pokemondb.net/pokedex/centiskorch,2024-02-24 15:05:22
0852,Clobbopus,Fighting,310,50,68,60,50,50,32,https://img.pokemondb.net/sprites/scarlet-violet/icon/clobbopus.png,https://pokemondb.net/pokedex/clobbopus,2024-02-24 15:05:22
0853,Grapploct,Fighting,480,80,118,90,70,80,42,https://img.pokemondb.net/sprites/scarlet-violet/icon/grapploct.png,https://pokemondb.net/pokedex/grapploct,2024-02-24 15:05:22
0854,Sinistea,Ghost,308,40,45,45,74,54,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/sinistea.png,https://pokemondb.net/pokedex/sinistea,2024-02-24 15:05:22
0855,Polteageist,Ghost,508,60,65,65,134,114,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/polteageist.png,https://pokemondb.net/pokedex/polteageist,2024-02-24 15:05:22
0856,Hatenna,Psychic,265,42,30,45,56,53,39,https://img.pokemondb.net/sprites/scarlet-violet/icon/hatenna.png,https://pokemondb.net/pokedex/hatenna,2024-02-24 15:05:22
0857,Hattrem,Psychic,370,57,40,65,86,73,49,https://img.pokemondb.net/sprites/scarlet-violet/icon/hattrem.png,https://pokemondb.net/pokedex/hattrem,2024-02-24 15:05:22
0858,Hatterene,"Psychic, Fairy",510,57,90,95,136,103,29,https://img.pokemondb.net/sprites/scarlet-violet/icon/hatterene.png,https://pokemondb.net/pokedex/hatterene,2024-02-24 15:05:22
0859,Impidimp,"Dark, Fairy",265,45,45,30,55,40,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/impidimp.png,https://pokemondb.net/pokedex/impidimp,2024-02-24 15:05:22
0860,Morgrem,"Dark, Fairy",370,65,60,45,75,55,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/morgrem.png,https://pokemondb.net/pokedex/morgrem,2024-02-24 15:05:22
0861,Grimmsnarl,"Dark, Fairy",510,95,120,65,95,75,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/grimmsnarl.png,https://pokemondb.net/pokedex/grimmsnarl,2024-02-24 15:05:22
0862,Obstagoon,"Dark, Normal",520,93,90,101,60,81,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/obstagoon.png,https://pokemondb.net/pokedex/obstagoon,2024-02-24 15:05:22
0863,Perrserker,Steel,440,70,110,100,50,60,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/perrserker.png,https://pokemondb.net/pokedex/perrserker,2024-02-24 15:05:22
0864,Cursola,Ghost,510,60,95,50,145,130,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/cursola.png,https://pokemondb.net/pokedex/cursola,2024-02-24 15:05:22
0865,Sirfetch'd,Fighting,507,62,135,95,68,82,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/sirfetchd.png,https://pokemondb.net/pokedex/sirfetchd,2024-02-24 15:05:22
0866,Mr. Rime,"Ice, Psychic",520,80,85,75,110,100,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-rime.png,https://pokemondb.net/pokedex/mr-rime,2024-02-24 15:05:22
0867,Runerigus,"Ground, Ghost",483,58,95,145,50,105,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/runerigus.png,https://pokemondb.net/pokedex/runerigus,2024-02-24 15:05:22
0868,Milcery,Fairy,270,45,40,40,50,61,34,https://img.pokemondb.net/sprites/scarlet-violet/icon/milcery.png,https://pokemondb.net/pokedex/milcery,2024-02-24 15:05:22
0869,Alcremie,Fairy,495,65,60,75,110,121,64,https://img.pokemondb.net/sprites/scarlet-violet/icon/alcremie.png,https://pokemondb.net/pokedex/alcremie,2024-02-24 15:05:22
0870,Falinks,Fighting,470,65,100,100,70,60,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/falinks.png,https://pokemondb.net/pokedex/falinks,2024-02-24 15:05:22
0871,Pincurchin,Electric,435,48,101,95,91,85,15,https://img.pokemondb.net/sprites/scarlet-violet/icon/pincurchin.png,https://pokemondb.net/pokedex/pincurchin,2024-02-24 15:05:22
0872,Snom,"Ice, Bug",185,30,25,35,45,30,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/snom.png,https://pokemondb.net/pokedex/snom,2024-02-24 15:05:22
0873,Frosmoth,"Ice, Bug",475,70,65,60,125,90,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/frosmoth.png,https://pokemondb.net/pokedex/frosmoth,2024-02-24 15:05:22
0874,Stonjourner,Rock,470,100,125,135,20,20,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/stonjourner.png,https://pokemondb.net/pokedex/stonjourner,2024-02-24 15:05:22
0875,Ice Face,Ice,470,75,80,110,65,90,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/eiscue-ice.png,https://pokemondb.net/pokedex/eiscue,2024-02-24 15:05:22
0875,Noice Face,Ice,470,75,80,70,65,50,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/eiscue-noice.png,https://pokemondb.net/pokedex/eiscue,2024-02-24 15:05:22
0876,Male,"Psychic, Normal",475,60,65,55,105,95,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/indeedee-male.png,https://pokemondb.net/pokedex/indeedee,2024-02-24 15:05:22
0876,Female,"Psychic, Normal",475,70,55,65,95,105,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/indeedee-female.png,https://pokemondb.net/pokedex/indeedee,2024-02-24 15:05:22
0877,Full Belly Mode,"Electric, Dark",436,58,95,58,70,58,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/morpeko-full-belly.png,https://pokemondb.net/pokedex/morpeko,2024-02-24 15:05:22
0877,Hangry Mode,"Electric, Dark",436,58,95,58,70,58,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/morpeko-hangry.png,https://pokemondb.net/pokedex/morpeko,2024-02-24 15:05:22
0878,Cufant,Steel,330,72,80,49,40,49,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/cufant.png,https://pokemondb.net/pokedex/cufant,2024-02-24 15:05:22
0879,Copperajah,Steel,500,122,130,69,80,69,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/copperajah.png,https://pokemondb.net/pokedex/copperajah,2024-02-24 15:05:22
0880,Dracozolt,"Electric, Dragon",505,90,100,90,80,70,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/dracozolt.png,https://pokemondb.net/pokedex/dracozolt,2024-02-24 15:05:22
0881,Arctozolt,"Electric, Ice",505,90,100,90,90,80,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/arctozolt.png,https://pokemondb.net/pokedex/arctozolt,2024-02-24 15:05:22
0882,Dracovish,"Water, Dragon",505,90,90,100,70,80,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/dracovish.png,https://pokemondb.net/pokedex/dracovish,2024-02-24 15:05:22
0883,Arctovish,"Water, Ice",505,90,90,100,80,90,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/arctovish.png,https://pokemondb.net/pokedex/arctovish,2024-02-24 15:05:22
0884,Duraludon,"Steel, Dragon",535,70,95,115,120,50,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/duraludon.png,https://pokemondb.net/pokedex/duraludon,2024-02-24 15:05:22
0885,Dreepy,"Dragon, Ghost",270,28,60,30,40,30,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/dreepy.png,https://pokemondb.net/pokedex/dreepy,2024-02-24 15:05:22
0886,Drakloak,"Dragon, Ghost",410,68,80,50,60,50,102,https://img.pokemondb.net/sprites/scarlet-violet/icon/drakloak.png,https://pokemondb.net/pokedex/drakloak,2024-02-24 15:05:22
0887,Dragapult,"Dragon, Ghost",600,88,120,75,100,75,142,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragapult.png,https://pokemondb.net/pokedex/dragapult,2024-02-24 15:05:22
0888,Hero of Many Battles,Fairy,660,92,120,115,80,115,138,https://img.pokemondb.net/sprites/scarlet-violet/icon/zacian-hero.png,https://pokemondb.net/pokedex/zacian,2024-02-24 15:05:22
0888,Crowned Sword,"Fairy, Steel",700,92,150,115,80,115,148,https://img.pokemondb.net/sprites/scarlet-violet/icon/zacian-crowned.png,https://pokemondb.net/pokedex/zacian,2024-02-24 15:05:22
0889,Hero of Many Battles,Fighting,660,92,120,115,80,115,138,https://img.pokemondb.net/sprites/scarlet-violet/icon/zamazenta-hero.png,https://pokemondb.net/pokedex/zamazenta,2024-02-24 15:05:22
0889,Crowned Shield,"Fighting, Steel",700,92,120,140,80,140,128,https://img.pokemondb.net/sprites/scarlet-violet/icon/zamazenta-crowned.png,https://pokemondb.net/pokedex/zamazenta,2024-02-24 15:05:22
0890,Eternatus,"Poison, Dragon",690,140,85,95,145,95,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/eternatus.png,https://pokemondb.net/pokedex/eternatus,2024-02-24 15:05:22
0890,Eternamax,"Poison, Dragon",1125,255,115,250,125,250,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/eternatus-eternamax.png,https://pokemondb.net/pokedex/eternatus,2024-02-24 15:05:22
0891,Kubfu,Fighting,385,60,90,60,53,50,72,https://img.pokemondb.net/sprites/scarlet-violet/icon/kubfu.png,https://pokemondb.net/pokedex/kubfu,2024-02-24 15:05:22
0892,Single Strike Style,"Fighting, Dark",550,100,130,100,63,60,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/urshifu-single-strike.png,https://pokemondb.net/pokedex/urshifu,2024-02-24 15:05:22
0892,Rapid Strike Style,"Fighting, Water",550,100,130,100,63,60,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/urshifu-rapid-strike.png,https://pokemondb.net/pokedex/urshifu,2024-02-24 15:05:22
0893,Zarude,"Dark, Grass",600,105,120,105,70,95,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/zarude.png,https://pokemondb.net/pokedex/zarude,2024-02-24 15:05:22
0894,Regieleki,Electric,580,80,100,50,100,50,200,https://img.pokemondb.net/sprites/scarlet-violet/icon/regieleki.png,https://pokemondb.net/pokedex/regieleki,2024-02-24 15:05:22
0895,Regidrago,Dragon,580,200,100,50,100,50,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/regidrago.png,https://pokemondb.net/pokedex/regidrago,2024-02-24 15:05:22
0896,Glastrier,Ice,580,100,145,130,65,110,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/glastrier.png,https://pokemondb.net/pokedex/glastrier,2024-02-24 15:05:22
0897,Spectrier,Ghost,580,100,65,60,145,80,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/spectrier.png,https://pokemondb.net/pokedex/spectrier,2024-02-24 15:05:22
0898,Calyrex,"Psychic, Grass",500,100,80,80,80,80,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/calyrex.png,https://pokemondb.net/pokedex/calyrex,2024-02-24 15:05:22
0898,Ice Rider,"Psychic, Ice",680,100,165,150,85,130,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/calyrex-ice-rider.png,https://pokemondb.net/pokedex/calyrex,2024-02-24 15:05:22
0898,Shadow Rider,"Psychic, Ghost",680,100,85,80,165,100,150,https://img.pokemondb.net/sprites/scarlet-violet/icon/calyrex-shadow-rider.png,https://pokemondb.net/pokedex/calyrex,2024-02-24 15:05:22
0899,Wyrdeer,"Normal, Psychic",525,103,105,72,105,75,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/wyrdeer.png,https://pokemondb.net/pokedex/wyrdeer,2024-02-24 15:05:22
0900,Kleavor,"Bug, Rock",500,70,135,95,45,70,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/kleavor.png,https://pokemondb.net/pokedex/kleavor,2024-02-24 15:05:22
0901,Ursaluna,"Ground, Normal",550,130,140,105,45,80,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna.png,https://pokemondb.net/pokedex/ursaluna,2024-02-24 15:05:22
0901,Bloodmoon,"Ground, Normal",555,113,70,120,135,65,52,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna-bloodmoon.png,https://pokemondb.net/pokedex/ursaluna,2024-02-24 15:05:22
